"Activity"	"Mean"	"Standard_Deviation"
"WALKING_DOWNSTAIRS"	-0.288803158151337	0.463142331078683
"WALKING_DOWNSTAIRS"	-0.329682861209091	0.46494021756245
"WALKING_DOWNSTAIRS"	-0.306863171714189	0.463627144965167
"WALKING_DOWNSTAIRS"	-0.280197479114242	0.443590992928281
"WALKING_DOWNSTAIRS"	-0.262398364941176	0.444546427736744
"WALKING_DOWNSTAIRS"	-0.304449578732843	0.441411435884382
"WALKING_DOWNSTAIRS"	-0.339946259758119	0.450681343371251
"WALKING_DOWNSTAIRS"	-0.342486142951693	0.458565421241878
"WALKING_DOWNSTAIRS"	-0.345712652141711	0.459095444051744
"WALKING_UPSTAIRS"	-0.414945052816756	0.485444602400986
"WALKING_UPSTAIRS"	-0.422460407929234	0.488318520648588
"WALKING_UPSTAIRS"	-0.426081073997326	0.477874539770977
"WALKING_UPSTAIRS"	-0.387398101309091	0.477373382303622
"WALKING_UPSTAIRS"	-0.394069809623886	0.482907657422829
"WALKING_UPSTAIRS"	-0.412121767498752	0.481074815515736
"WALKING_UPSTAIRS"	-0.408316749521693	0.481969365037258
"WALKING_UPSTAIRS"	-0.404038610680749	0.487781714835384
"WALKING_UPSTAIRS"	-0.406510593090731	0.488815269242173
"WALKING_UPSTAIRS"	-0.419521982631194	0.492160801565137
"WALKING_UPSTAIRS"	-0.406128790024724	0.484704602355888
"WALKING_UPSTAIRS"	-0.402744410549554	0.476954205554402
"WALKING_UPSTAIRS"	-0.440213136544563	0.477705040854858
"WALKING_UPSTAIRS"	-0.426745215417112	0.475192798224687
"WALKING_UPSTAIRS"	-0.425139530605615	0.496644614662434
"WALKING_UPSTAIRS"	-0.450282820124777	0.503233313094863
"WALKING_UPSTAIRS"	-0.452109281001426	0.496490891061348
"WALKING_UPSTAIRS"	-0.425222517622121	0.500061549734614
"WALKING_UPSTAIRS"	-0.407129555193761	0.495346578955014
"WALKING_UPSTAIRS"	-0.405909181138859	0.490961744886222
"WALKING_UPSTAIRS"	-0.405577391498396	0.484870622615339
"WALKING_UPSTAIRS"	-0.433140853583422	0.475200239288322
"WALKING_UPSTAIRS"	-0.434402810309447	0.472572274410885
"WALKING_UPSTAIRS"	-0.414162597054724	0.477035584889676
"WALKING_UPSTAIRS"	-0.429206523387701	0.491334019765478
"WALKING_UPSTAIRS"	-0.412749380813369	0.482499105425137
"STANDING"	-0.620231283567897	0.564415384966892
"STANDING"	-0.648524571674314	0.525324441090524
"STANDING"	-0.640339340744456	0.534074438360112
"STANDING"	-0.639752451485205	0.524460992521421
"STANDING"	-0.643945778319733	0.520847843416786
"STANDING"	-0.641331502423422	0.528202839071595
"STANDING"	-0.639125460840535	0.544457117834034
"STANDING"	-0.661468583944029	0.526948720691792
"STANDING"	-0.647720072602496	0.534684091098522
"STANDING"	-0.642683387466239	0.538913007417433
"STANDING"	-0.65648480414726	0.537081579106876
"STANDING"	-0.660113242157112	0.529130371251529
"STANDING"	-0.662150270288922	0.525272888737044
"STANDING"	-0.647116539650267	0.538666611794763
"STANDING"	-0.610900215743975	0.557185652130957
"STANDING"	-0.631851254701604	0.560581922620368
"STANDING"	-0.630324706428075	0.561875079605252
"STANDING"	-0.655954573917825	0.531603551888494
"STANDING"	-0.65178931873262	0.541922885900444
"STANDING"	-0.64845921724795	0.552596741537959
"STANDING"	-0.653188077657576	0.541482177539272
"STANDING"	-0.656201602472727	0.545223990956644
"STANDING"	-0.657113236233333	0.543413441618278
"STANDING"	-0.659709480040802	0.53362860673822
"STANDING"	-0.653948985988414	0.544028585956142
"STANDING"	-0.660423626211408	0.534308180893789
"SITTING"	-0.60674762713	0.547550881688085
"SITTING"	-0.618771254217094	0.563020139620995
"SITTING"	-0.629987304706239	0.559582036457499
"SITTING"	-0.6381942675082	0.55019142681712
"SITTING"	-0.644223990455437	0.553789737661056
"SITTING"	-0.649022220608984	0.553390387064869
"SITTING"	-0.641330444183244	0.560153073654145
"SITTING"	-0.644160506654545	0.555512075325941
"SITTING"	-0.648466457780856	0.550112183041673
"SITTING"	-0.648525589853904	0.551393008843198
"SITTING"	-0.652972726403672	0.547852015663372
"LAYING"	-0.609745205895615	0.540389757412166
"LAYING"	-0.627691338142424	0.545232850916422
"LAYING"	-0.641564182922638	0.553742474379156
"LAYING"	-0.633821019702317	0.561422651542353
"LAYING"	-0.648313763757754	0.547744062532396
"LAYING"	-0.65290230903672	0.543525140703729
"LAYING"	-0.646415384535419	0.546939821435888
"LAYING"	-0.646221573722282	0.548124313451554
"LAYING"	-0.643904192490321	0.555728524779117
"LAYING"	-0.649461478259893	0.543660864086691
"LAYING"	-0.647793512279804	0.549804995563107
"LAYING"	-0.653916573370945	0.541728803883153
"SITTING"	-0.60935184472893	0.539195164207537
"SITTING"	-0.627487751687772	0.549378982025847
"SITTING"	-0.637513476817611	0.539343213685242
"SITTING"	-0.640910922330303	0.543554876061455
"SITTING"	-0.641656781856506	0.546793195755847
"SITTING"	-0.651651370752941	0.540974988692487
"SITTING"	-0.65072411635057	0.538522119248434
"SITTING"	-0.646997031258467	0.54898887856545
"SITTING"	-0.652108368672192	0.549630813798396
"SITTING"	-0.651640721026203	0.548022797018867
"SITTING"	-0.651585342241533	0.54676845748372
"SITTING"	-0.648552384350677	0.534531391404324
"LAYING"	-0.434659234827825	0.507751043865194
"LAYING"	-0.488388291288592	0.548320744199204
"LAYING"	-0.61820096846221	0.530280912512661
"LAYING"	-0.612308613927504	0.539181165352991
"LAYING"	-0.617589792814759	0.539189847529797
"LAYING"	-0.634969924791622	0.544298568758916
"LAYING"	-0.656557488517825	0.528598209705816
"LAYING"	-0.646886874536007	0.5358692056396
"LAYING"	-0.628115168416399	0.543200301314024
"LAYING"	-0.608343518730838	0.574868150260995
"LAYING"	-0.616747210849554	0.554566736579302
"WALKING"	-0.380561496143672	0.456453949947352
"WALKING"	-0.348665108373048	0.453419683168285
"WALKING"	-0.339493937845633	0.446066469871898
"WALKING"	-0.338178109817112	0.447704094394572
"WALKING"	-0.334807326051462	0.450286745570157
"WALKING"	-0.337393509857326	0.448904267912579
"WALKING"	-0.321945275598021	0.461816391214606
"WALKING"	-0.340248977043137	0.460129028501349
"WALKING"	-0.355127713182709	0.465676277582104
"WALKING"	-0.315210564374332	0.466841795101834
"WALKING"	-0.324843568015098	0.46074685558451
"WALKING"	-0.352288577881818	0.454258676980425
"WALKING"	-0.340453513413012	0.45111636736819
"WALKING"	-0.32415964421426	0.45002584847165
"WALKING"	-0.325194166636185	0.451506276074419
"WALKING"	-0.304188127793048	0.450192362211504
"WALKING"	-0.302389739504831	0.456095092170096
"WALKING"	-0.337705882233512	0.451343160385234
"WALKING"	-0.339162712578289	0.452364711811656
"WALKING"	-0.282071559359483	0.448673305103757
"WALKING"	-0.266074875692513	0.44382671377648
"WALKING"	-0.280156542551337	0.451176863689691
"WALKING"	-0.315476639258467	0.453292690881476
"WALKING"	-0.284375201315508	0.451661924014101
"WALKING"	-0.293726932533333	0.458307341568559
"WALKING"	-0.286591356914082	0.460460294969803
"WALKING"	-0.311631374667201	0.456267717997025
"WALKING"	-0.335850235525686	0.457424845937484
"WALKING"	-0.352395206693405	0.457241990312703
"WALKING"	-0.31057771928082	0.450932341500723
"WALKING"	-0.312974281963975	0.465141244727717
"WALKING"	-0.351589902645811	0.455506684635744
"WALKING"	-0.347210913801783	0.462313189366852
"WALKING"	-0.347017691328111	0.456487495037333
"WALKING"	-0.31590897285	0.46271181068365
"WALKING"	-0.299812566083779	0.462928923428376
"WALKING"	-0.321429542123886	0.461108025394827
"WALKING"	-0.354647828915686	0.454031629606985
"WALKING"	-0.345469980818966	0.45440070430512
"WALKING"	-0.312780068597326	0.449949229421624
"WALKING"	-0.276196599155258	0.45340627592333
"WALKING"	-0.249326508424242	0.446787172807255
"WALKING"	-0.271711299661497	0.441005102257228
"WALKING"	-0.302502846966506	0.445845217243812
"WALKING"	-0.261363131319073	0.453442513287844
"WALKING"	-0.262046949526435	0.452663050269955
"WALKING"	-0.332225161341711	0.448953299095455
"WALKING"	-0.335468632529768	0.44855239222896
"WALKING_DOWNSTAIRS"	-0.400459508364492	0.471433287905955
"WALKING_DOWNSTAIRS"	-0.32922103644123	0.469458842574503
"WALKING_DOWNSTAIRS"	-0.287686872888414	0.454941361041497
"WALKING_DOWNSTAIRS"	-0.222394948186988	0.451178269202206
"WALKING_DOWNSTAIRS"	-0.282118790824742	0.447202566785918
"WALKING_DOWNSTAIRS"	-0.336042682909677	0.455617970191776
"WALKING_DOWNSTAIRS"	-0.324811861175455	0.462036743738973
"WALKING_UPSTAIRS"	-0.418098341882068	0.490070770144709
"WALKING_UPSTAIRS"	-0.413105474502674	0.488697860446915
"WALKING_UPSTAIRS"	-0.388451085786096	0.490314849672042
"WALKING_UPSTAIRS"	-0.394189854372586	0.491283722279912
"WALKING_UPSTAIRS"	-0.404611142277701	0.493670298762235
"WALKING_UPSTAIRS"	-0.387516122583957	0.477472328911152
"WALKING_UPSTAIRS"	-0.388642399177005	0.472771411150459
"WALKING_UPSTAIRS"	-0.399493139717807	0.479317976075316
"WALKING_UPSTAIRS"	-0.393959422484617	0.484780466477295
"WALKING_UPSTAIRS"	-0.392443222808021	0.491160678707127
"WALKING_UPSTAIRS"	-0.406484250869875	0.489336553789633
"WALKING_UPSTAIRS"	-0.391210732036364	0.482259485447153
"WALKING_UPSTAIRS"	-0.360029635660784	0.469157938967621
"WALKING_UPSTAIRS"	-0.385133888930303	0.480082120082988
"WALKING_UPSTAIRS"	-0.394412828957041	0.470491292355048
"WALKING_UPSTAIRS"	-0.377399686999822	0.477490302307871
"WALKING_UPSTAIRS"	-0.383811778479501	0.491197839842109
"WALKING_UPSTAIRS"	-0.4065353547959	0.484460618604009
"WALKING_UPSTAIRS"	-0.420647933312834	0.494942686079919
"WALKING_UPSTAIRS"	-0.426543226447772	0.500222619814042
"WALKING_UPSTAIRS"	-0.387492214384314	0.476770323370927
"WALKING_UPSTAIRS"	-0.379820745393761	0.480000529596878
"WALKING_UPSTAIRS"	-0.411608695958324	0.488835095195107
"WALKING_UPSTAIRS"	-0.403057873053476	0.473751024751176
"WALKING_UPSTAIRS"	-0.390883635586453	0.476330726800834
"WALKING_UPSTAIRS"	-0.394367031822282	0.495240182569238
"WALKING_UPSTAIRS"	-0.404542899486631	0.483094744612909
"WALKING_DOWNSTAIRS"	-0.31926800043631	0.470394736998569
"WALKING_DOWNSTAIRS"	-0.289819922136488	0.461570701397476
"WALKING_DOWNSTAIRS"	-0.259405620942353	0.452490741752308
"WALKING_DOWNSTAIRS"	-0.264791869726381	0.45147114806002
"WALKING_DOWNSTAIRS"	-0.307299873726667	0.456227049066471
"WALKING_DOWNSTAIRS"	-0.295449293237077	0.44278876387128
"WALKING_DOWNSTAIRS"	-0.282303277118717	0.449673983975359
"WALKING_DOWNSTAIRS"	-0.286822048209447	0.458115937890935
"WALKING_DOWNSTAIRS"	-0.32854353252959	0.458659322191349
"WALKING_DOWNSTAIRS"	-0.267349974051872	0.45653450185637
"WALKING_DOWNSTAIRS"	-0.268418256500713	0.447823913937308
"WALKING_DOWNSTAIRS"	-0.31772642508221	0.449459183220689
"WALKING_DOWNSTAIRS"	-0.3204257776859	0.454893703922303
"WALKING_DOWNSTAIRS"	-0.267821962532709	0.445053163280342
"WALKING_DOWNSTAIRS"	-0.268068566801069	0.451288219983141
"WALKING_DOWNSTAIRS"	-0.313130322645651	0.453711354164216
"WALKING_DOWNSTAIRS"	-0.293652153983422	0.465696078893662
"STANDING"	-0.534310978637611	0.516580240728129
"STANDING"	-0.617255763401503	0.530094074061853
"STANDING"	-0.656620101736898	0.523583726560745
"STANDING"	-0.632769796911533	0.531070478580283
"STANDING"	-0.62253238301975	0.515516162112416
"STANDING"	-0.611683194640998	0.512273640443728
"STANDING"	-0.601634454647415	0.517568166239449
"STANDING"	-0.611196424124777	0.504545253108567
"STANDING"	-0.595368891565348	0.507734307600408
"STANDING"	-0.593005277749554	0.499186303542467
"STANDING"	-0.590378829767914	0.504496260950467
"STANDING"	-0.607621635656328	0.512463345075987
"STANDING"	-0.626932492186096	0.512601939877146
"STANDING"	-0.630728662047112	0.503051552650694
"STANDING"	-0.614947549480927	0.510131121022899
"STANDING"	-0.614170470640285	0.512081275569752
"STANDING"	-0.578778751556738	0.555929012942746
"STANDING"	-0.61732234226697	0.549492089171983
"STANDING"	-0.635413110592692	0.544520848381441
"STANDING"	-0.652166145360784	0.525640585658057
"STANDING"	-0.643685278947594	0.522391321772598
"STANDING"	-0.639248157954629	0.524676537021412
"STANDING"	-0.642050195056524	0.524113775030434
"STANDING"	-0.650745784798931	0.516084023541457
"STANDING"	-0.645899218987701	0.533842411667501
"STANDING"	-0.651690935435294	0.540027260202103
"STANDING"	-0.649782277227273	0.541673981447652
"STANDING"	-0.65283898798066	0.54742110430965
"STANDING"	-0.649649898889305	0.549176991007136
"STANDING"	-0.646539091710873	0.552091666366285
"STANDING"	-0.645544585103743	0.519836185541257
"SITTING"	-0.558616034380392	0.557236892239304
"SITTING"	-0.601853901635829	0.563451755449454
"SITTING"	-0.627645285291087	0.543945694089459
"SITTING"	-0.640516964778431	0.528411522416257
"SITTING"	-0.65174608894615	0.530486260464626
"SITTING"	-0.645504949413904	0.531017227578421
"SITTING"	-0.572089111122816	0.558698781355176
"SITTING"	-0.562961340550759	0.540646468168916
"SITTING"	-0.570447175172193	0.519968156007109
"SITTING"	-0.603515952449661	0.557870622781362
"SITTING"	-0.607513831921676	0.560634407046603
"SITTING"	-0.613664324960731	0.548104490222765
"SITTING"	-0.591270822818175	0.523753010600262
"SITTING"	-0.632198668476595	0.530173175555521
"SITTING"	-0.645556547831729	0.52440449777559
"SITTING"	-0.648245187117825	0.529762341662495
"SITTING"	-0.647943535988414	0.529541784396529
"SITTING"	-0.646593044516399	0.531474467380363
"SITTING"	-0.6563873416	0.532291676883003
"SITTING"	-0.655388430350624	0.520861078917023
"SITTING"	-0.652669946989127	0.516082342928825
"SITTING"	-0.648294388738324	0.525164328344457
"SITTING"	-0.656229924745276	0.534824282667697
"SITTING"	-0.643996095056863	0.557209364094385
"SITTING"	-0.649405411021034	0.548061375906054
"SITTING"	-0.653080305055758	0.53560534448696
"LAYING"	-0.582734840001961	0.528721291125484
"LAYING"	-0.628269028576827	0.520707155651575
"LAYING"	-0.635361259000624	0.526793973671822
"LAYING"	-0.649213282875223	0.529979855589702
"LAYING"	-0.651023040338681	0.523927077482318
"LAYING"	-0.655433275294367	0.514505876016865
"LAYING"	-0.650646457142781	0.512353436988267
"LAYING"	-0.648362342075027	0.512387915096675
"LAYING"	-0.641656882322638	0.517568357883388
"LAYING"	-0.630436391004635	0.525708120354086
"LAYING"	-0.62962989825918	0.533496164274864
"LAYING"	-0.636739055217112	0.53200482072879
"LAYING"	-0.641579009926925	0.515882464287237
"LAYING"	-0.636089801308378	0.505559654103838
"LAYING"	-0.603534633690196	0.548509554320748
"LAYING"	-0.626100681953476	0.547694199392521
"LAYING"	-0.638271179033743	0.541166843890536
"LAYING"	-0.643041011655936	0.548558065396299
"LAYING"	-0.652271268309804	0.539143609105581
"LAYING"	-0.653779747701604	0.543574175838093
"LAYING"	-0.66066111611082	0.540855630558388
"LAYING"	-0.663285616462923	0.539879543215657
"LAYING"	-0.656602954794725	0.542067650434105
"LAYING"	-0.648795837255971	0.537641162644385
"LAYING"	-0.645885475835508	0.543686178003322
"LAYING"	-0.65042249705508	0.538787601900342
"LAYING"	-0.651246390933636	0.542600073146865
"LAYING"	-0.648831636397291	0.545115100244913
"LAYING"	-0.647192595194118	0.548191734688012
"LAYING"	-0.645154571957041	0.547997353668089
"WALKING"	-0.473409762793226	0.482550293892947
"WALKING"	-0.459443431552763	0.480969796512511
"WALKING"	-0.417600719047415	0.486449276379718
"WALKING"	-0.405748822653298	0.480399386707129
"WALKING"	-0.4074079136082	0.475016647358154
"WALKING"	-0.408266600928342	0.467717480327743
"WALKING"	-0.381940700504617	0.469100889016823
"WALKING"	-0.399631676334225	0.471765269115505
"WALKING"	-0.400065633986631	0.469270561448249
"WALKING"	-0.390164817509269	0.468172507428653
"WALKING"	-0.38267480692344	0.467740364711355
"WALKING"	-0.405490088342424	0.474272056544854
"WALKING"	-0.414442447231373	0.478773831158959
"WALKING"	-0.395833472291979	0.476141397752227
"WALKING"	-0.381608627069875	0.476291316361076
"WALKING"	-0.39170249631426	0.475855876199782
"WALKING"	-0.477016515015508	0.493056092073226
"WALKING"	-0.451671221493583	0.491871020747145
"WALKING"	-0.421943028685205	0.489595127379041
"WALKING"	-0.399087083545989	0.471523903548067
"WALKING"	-0.364155458711052	0.4650616669428
"WALKING"	-0.359681355549376	0.462301937015607
"WALKING"	-0.375491995618182	0.465999169275795
"WALKING"	-0.402371496228414	0.473661896246328
"WALKING"	-0.383511539914973	0.465417121601684
"WALKING"	-0.356019505276114	0.465453305460754
"WALKING"	-0.355946040844724	0.458230378430164
"WALKING"	-0.392669138239037	0.46737933735193
"WALKING"	-0.394531519627442	0.468580155176408
"WALKING"	-0.378636386320677	0.479574770563277
"WALKING"	-0.384656070205704	0.471017047980342
"WALKING_DOWNSTAIRS"	-0.39872474356025	0.476889486020294
"WALKING_DOWNSTAIRS"	-0.381870865197451	0.475602819026273
"WALKING_DOWNSTAIRS"	-0.397594737652585	0.465804724757009
"WALKING_DOWNSTAIRS"	-0.404470939346346	0.470611722288105
"WALKING_DOWNSTAIRS"	-0.39244634125082	0.478950350352421
"WALKING_DOWNSTAIRS"	-0.382855571594652	0.467436559891614
"WALKING_DOWNSTAIRS"	-0.388206238042959	0.474617570117377
"WALKING_DOWNSTAIRS"	-0.406583449835811	0.48212124393229
"WALKING_DOWNSTAIRS"	-0.351726605784314	0.467877655927489
"WALKING_DOWNSTAIRS"	-0.313013663950624	0.466930981721826
"WALKING_DOWNSTAIRS"	-0.311880447554813	0.466543170722761
"WALKING_DOWNSTAIRS"	-0.345054948089109	0.46987901292818
"WALKING_DOWNSTAIRS"	-0.376253877603387	0.474902871774227
"WALKING_DOWNSTAIRS"	-0.336546777103226	0.474731944085597
"WALKING_DOWNSTAIRS"	-0.337516383311426	0.476791600235854
"WALKING_DOWNSTAIRS"	-0.298495405045455	0.478413336801789
"WALKING_DOWNSTAIRS"	-0.209924786744029	0.505986165171615
"WALKING_DOWNSTAIRS"	-0.261278274690553	0.470228882092487
"WALKING_DOWNSTAIRS"	-0.280676692538627	0.472897791141668
"WALKING_DOWNSTAIRS"	-0.307610846325847	0.461216050241775
"WALKING_DOWNSTAIRS"	-0.286009176836595	0.467152676313313
"WALKING_DOWNSTAIRS"	-0.21598619358984	0.475917437654519
"WALKING_DOWNSTAIRS"	-0.167829773898396	0.494881054959983
"WALKING_UPSTAIRS"	-0.48242546061426	0.490158544194911
"WALKING_UPSTAIRS"	-0.473598028038963	0.499967687446094
"WALKING_UPSTAIRS"	-0.466255070191979	0.489422927602147
"WALKING_UPSTAIRS"	-0.465865245967736	0.485175945570703
"WALKING_UPSTAIRS"	-0.457660749558824	0.481352662220926
"WALKING_UPSTAIRS"	-0.466610835279287	0.492344765475855
"WALKING_UPSTAIRS"	-0.467049105609626	0.487506442483554
"WALKING_UPSTAIRS"	-0.457555941118538	0.482592474360115
"WALKING_UPSTAIRS"	-0.475955500567558	0.486543712807985
"WALKING_UPSTAIRS"	-0.410381908942781	0.480971465139369
"WALKING_UPSTAIRS"	-0.405149974259964	0.487207642496981
"WALKING_UPSTAIRS"	-0.389833814734403	0.478037695807863
"WALKING_UPSTAIRS"	-0.375270318845668	0.47889119908168
"WALKING_UPSTAIRS"	-0.417922430078788	0.490049829457745
"WALKING_UPSTAIRS"	-0.409912430822816	0.48122678654775
"WALKING_UPSTAIRS"	-0.402221643832086	0.480483941084869
"WALKING_UPSTAIRS"	-0.422313556751408	0.486443385650266
"WALKING_UPSTAIRS"	-0.430154689600891	0.47764677471394
"WALKING_UPSTAIRS"	-0.435487703558467	0.489215150987108
"WALKING_UPSTAIRS"	-0.429062953304635	0.477611730607949
"WALKING_UPSTAIRS"	-0.406285334454848	0.478574952223505
"WALKING_UPSTAIRS"	-0.422110606465062	0.478147873650928
"WALKING_UPSTAIRS"	-0.419058986107683	0.487271853656078
"WALKING_UPSTAIRS"	-0.4004359531082	0.479747286165102
"WALKING_UPSTAIRS"	-0.400068272120321	0.473745220936913
"WALKING_UPSTAIRS"	-0.405939434540339	0.476078541044634
"WALKING_UPSTAIRS"	-0.401669591372549	0.492758862317385
"WALKING_UPSTAIRS"	-0.392449895770927	0.48822749851255
"WALKING_UPSTAIRS"	-0.396627443268324	0.475630669446628
