"Subject"	"Activity"	"Mean"
1	"WALKING"	-0.293470167709661
1	"WALKING"	-0.303096162593654
1	"WALKING"	-0.306718902846168
1	"WALKING"	-0.316400444072193
1	"WALKING"	-0.271843978214838
1	"WALKING"	-0.311396886112834
1	"WALKING"	-0.320567937059964
1	"WALKING"	-0.329810664737308
1	"WALKING"	-0.317740158423119
1	"WALKING"	-0.33209124773328
1	"WALKING"	-0.340893880442977
1	"WALKING"	-0.355583521639875
1	"WALKING"	-0.37308955880943
1	"WALKING"	-0.365736922235258
1	"WALKING"	-0.353605203906239
1	"WALKING"	-0.331673127488948
1	"WALKING"	-0.338066160478788
1	"WALKING"	-0.353360423243012
1	"WALKING_DOWNSTAIRS"	-0.370323264121569
1	"WALKING_DOWNSTAIRS"	-0.338439935266845
1	"WALKING_DOWNSTAIRS"	-0.308922332447986
1	"WALKING_DOWNSTAIRS"	-0.315078175887701
1	"WALKING_DOWNSTAIRS"	-0.313216781375045
1	"WALKING_DOWNSTAIRS"	-0.270754499540107
1	"WALKING_DOWNSTAIRS"	-0.281071154208271
1	"WALKING_DOWNSTAIRS"	-0.333185643285027
1	"WALKING_DOWNSTAIRS"	-0.340185273725116
1	"WALKING_DOWNSTAIRS"	-0.206452124034225
1	"WALKING_DOWNSTAIRS"	-0.259164636374153
1	"WALKING_DOWNSTAIRS"	-0.218841448402852
1	"WALKING_DOWNSTAIRS"	-0.235468066469786
1	"WALKING_DOWNSTAIRS"	-0.272233622698915
1	"WALKING_DOWNSTAIRS"	-0.295037280055579
1	"WALKING_DOWNSTAIRS"	-0.272141863630873
1	"WALKING_DOWNSTAIRS"	-0.288803158151337
1	"WALKING_DOWNSTAIRS"	-0.329682861209091
1	"WALKING_DOWNSTAIRS"	-0.306863171714189
1	"WALKING_DOWNSTAIRS"	-0.280197479114242
1	"WALKING_DOWNSTAIRS"	-0.262398364941176
1	"WALKING_DOWNSTAIRS"	-0.304449578732843
1	"WALKING_DOWNSTAIRS"	-0.339946259758119
1	"WALKING_DOWNSTAIRS"	-0.342486142951693
1	"WALKING_DOWNSTAIRS"	-0.345712652141711
1	"WALKING_UPSTAIRS"	-0.414945052816756
1	"WALKING_UPSTAIRS"	-0.422460407929234
1	"WALKING_UPSTAIRS"	-0.426081073997326
1	"WALKING_UPSTAIRS"	-0.387398101309091
1	"WALKING_UPSTAIRS"	-0.394069809623886
1	"WALKING_UPSTAIRS"	-0.412121767498752
1	"WALKING_UPSTAIRS"	-0.408316749521693
1	"WALKING_UPSTAIRS"	-0.404038610680749
1	"WALKING_UPSTAIRS"	-0.406510593090731
1	"WALKING_UPSTAIRS"	-0.419521982631194
1	"WALKING_UPSTAIRS"	-0.406128790024724
1	"WALKING_UPSTAIRS"	-0.402744410549554
1	"WALKING_UPSTAIRS"	-0.440213136544563
1	"WALKING_UPSTAIRS"	-0.426745215417112
1	"WALKING_UPSTAIRS"	-0.425139530605615
1	"WALKING_UPSTAIRS"	-0.450282820124777
1	"WALKING_UPSTAIRS"	-0.452109281001426
1	"WALKING_UPSTAIRS"	-0.425222517622121
1	"WALKING_UPSTAIRS"	-0.407129555193761
1	"WALKING_UPSTAIRS"	-0.405909181138859
1	"WALKING_UPSTAIRS"	-0.405577391498396
1	"WALKING_UPSTAIRS"	-0.433140853583422
1	"WALKING_UPSTAIRS"	-0.434402810309447
1	"WALKING_UPSTAIRS"	-0.414162597054724
1	"WALKING_UPSTAIRS"	-0.429206523387701
1	"WALKING_UPSTAIRS"	-0.412749380813369
1	"STANDING"	-0.620231283567897
1	"STANDING"	-0.648524571674314
1	"STANDING"	-0.640339340744456
1	"STANDING"	-0.639752451485205
1	"STANDING"	-0.643945778319733
1	"STANDING"	-0.641331502423422
1	"STANDING"	-0.639125460840535
1	"STANDING"	-0.661468583944029
1	"STANDING"	-0.647720072602496
1	"STANDING"	-0.642683387466239
1	"STANDING"	-0.65648480414726
1	"STANDING"	-0.660113242157112
1	"STANDING"	-0.662150270288922
1	"STANDING"	-0.647116539650267
1	"STANDING"	-0.610900215743975
1	"STANDING"	-0.631851254701604
1	"STANDING"	-0.630324706428075
1	"STANDING"	-0.655954573917825
1	"STANDING"	-0.65178931873262
1	"STANDING"	-0.64845921724795
1	"STANDING"	-0.653188077657576
1	"STANDING"	-0.656201602472727
1	"STANDING"	-0.657113236233333
1	"STANDING"	-0.659709480040802
1	"STANDING"	-0.653948985988414
1	"STANDING"	-0.660423626211408
1	"SITTING"	-0.60674762713
1	"SITTING"	-0.618771254217094
1	"SITTING"	-0.629987304706239
1	"SITTING"	-0.6381942675082
1	"SITTING"	-0.644223990455437
1	"SITTING"	-0.649022220608984
1	"SITTING"	-0.641330444183244
1	"SITTING"	-0.644160506654545
1	"SITTING"	-0.648466457780856
1	"SITTING"	-0.648525589853904
1	"SITTING"	-0.652972726403672
1	"LAYING"	-0.609745205895615
1	"LAYING"	-0.627691338142424
1	"LAYING"	-0.641564182922638
1	"LAYING"	-0.633821019702317
1	"LAYING"	-0.648313763757754
1	"LAYING"	-0.65290230903672
1	"LAYING"	-0.646415384535419
1	"LAYING"	-0.646221573722282
1	"LAYING"	-0.643904192490321
1	"LAYING"	-0.649461478259893
1	"LAYING"	-0.647793512279804
1	"LAYING"	-0.653916573370945
1	"SITTING"	-0.60935184472893
1	"SITTING"	-0.627487751687772
1	"SITTING"	-0.637513476817611
1	"SITTING"	-0.640910922330303
1	"SITTING"	-0.641656781856506
1	"SITTING"	-0.651651370752941
1	"SITTING"	-0.65072411635057
1	"SITTING"	-0.646997031258467
1	"SITTING"	-0.652108368672192
1	"SITTING"	-0.651640721026203
1	"SITTING"	-0.651585342241533
1	"SITTING"	-0.648552384350677
1	"LAYING"	-0.434659234827825
1	"LAYING"	-0.488388291288592
1	"LAYING"	-0.61820096846221
1	"LAYING"	-0.612308613927504
1	"LAYING"	-0.617589792814759
1	"LAYING"	-0.634969924791622
1	"LAYING"	-0.656557488517825
1	"LAYING"	-0.646886874536007
1	"LAYING"	-0.628115168416399
1	"LAYING"	-0.608343518730838
1	"LAYING"	-0.616747210849554
1	"WALKING"	-0.380561496143672
1	"WALKING"	-0.348665108373048
1	"WALKING"	-0.339493937845633
1	"WALKING"	-0.338178109817112
1	"WALKING"	-0.334807326051462
1	"WALKING"	-0.337393509857326
1	"WALKING"	-0.321945275598021
1	"WALKING"	-0.340248977043137
1	"WALKING"	-0.355127713182709
1	"WALKING"	-0.315210564374332
1	"WALKING"	-0.324843568015098
1	"WALKING"	-0.352288577881818
1	"WALKING"	-0.340453513413012
1	"WALKING"	-0.32415964421426
1	"WALKING"	-0.325194166636185
1	"WALKING"	-0.304188127793048
1	"WALKING"	-0.302389739504831
1	"WALKING"	-0.337705882233512
1	"WALKING"	-0.339162712578289
1	"WALKING"	-0.282071559359483
1	"WALKING"	-0.266074875692513
1	"WALKING"	-0.280156542551337
1	"WALKING"	-0.315476639258467
1	"WALKING"	-0.284375201315508
1	"WALKING"	-0.293726932533333
1	"WALKING"	-0.286591356914082
1	"WALKING"	-0.311631374667201
1	"WALKING"	-0.335850235525686
1	"WALKING"	-0.352395206693405
1	"WALKING"	-0.31057771928082
1	"WALKING"	-0.312974281963975
1	"WALKING"	-0.351589902645811
1	"WALKING"	-0.347210913801783
1	"WALKING"	-0.347017691328111
1	"WALKING"	-0.31590897285
1	"WALKING"	-0.299812566083779
1	"WALKING"	-0.321429542123886
1	"WALKING"	-0.354647828915686
1	"WALKING"	-0.345469980818966
1	"WALKING"	-0.312780068597326
1	"WALKING"	-0.276196599155258
1	"WALKING"	-0.249326508424242
1	"WALKING"	-0.271711299661497
1	"WALKING"	-0.302502846966506
1	"WALKING"	-0.261363131319073
1	"WALKING"	-0.262046949526435
1	"WALKING"	-0.332225161341711
1	"WALKING"	-0.335468632529768
1	"WALKING_DOWNSTAIRS"	-0.400459508364492
1	"WALKING_DOWNSTAIRS"	-0.32922103644123
1	"WALKING_DOWNSTAIRS"	-0.287686872888414
1	"WALKING_DOWNSTAIRS"	-0.222394948186988
1	"WALKING_DOWNSTAIRS"	-0.282118790824742
1	"WALKING_DOWNSTAIRS"	-0.336042682909677
1	"WALKING_DOWNSTAIRS"	-0.324811861175455
1	"WALKING_UPSTAIRS"	-0.418098341882068
1	"WALKING_UPSTAIRS"	-0.413105474502674
1	"WALKING_UPSTAIRS"	-0.388451085786096
1	"WALKING_UPSTAIRS"	-0.394189854372586
1	"WALKING_UPSTAIRS"	-0.404611142277701
1	"WALKING_UPSTAIRS"	-0.387516122583957
1	"WALKING_UPSTAIRS"	-0.388642399177005
1	"WALKING_UPSTAIRS"	-0.399493139717807
1	"WALKING_UPSTAIRS"	-0.393959422484617
1	"WALKING_UPSTAIRS"	-0.392443222808021
1	"WALKING_UPSTAIRS"	-0.406484250869875
1	"WALKING_UPSTAIRS"	-0.391210732036364
1	"WALKING_UPSTAIRS"	-0.360029635660784
1	"WALKING_UPSTAIRS"	-0.385133888930303
1	"WALKING_UPSTAIRS"	-0.394412828957041
1	"WALKING_UPSTAIRS"	-0.377399686999822
1	"WALKING_UPSTAIRS"	-0.383811778479501
1	"WALKING_UPSTAIRS"	-0.4065353547959
1	"WALKING_UPSTAIRS"	-0.420647933312834
1	"WALKING_UPSTAIRS"	-0.426543226447772
1	"WALKING_UPSTAIRS"	-0.387492214384314
1	"WALKING_UPSTAIRS"	-0.379820745393761
1	"WALKING_UPSTAIRS"	-0.411608695958324
1	"WALKING_UPSTAIRS"	-0.403057873053476
1	"WALKING_UPSTAIRS"	-0.390883635586453
1	"WALKING_UPSTAIRS"	-0.394367031822282
1	"WALKING_UPSTAIRS"	-0.404542899486631
1	"WALKING_DOWNSTAIRS"	-0.31926800043631
1	"WALKING_DOWNSTAIRS"	-0.289819922136488
1	"WALKING_DOWNSTAIRS"	-0.259405620942353
1	"WALKING_DOWNSTAIRS"	-0.264791869726381
1	"WALKING_DOWNSTAIRS"	-0.307299873726667
1	"WALKING_DOWNSTAIRS"	-0.295449293237077
1	"WALKING_DOWNSTAIRS"	-0.282303277118717
1	"WALKING_DOWNSTAIRS"	-0.286822048209447
1	"WALKING_DOWNSTAIRS"	-0.32854353252959
1	"WALKING_DOWNSTAIRS"	-0.267349974051872
1	"WALKING_DOWNSTAIRS"	-0.268418256500713
1	"WALKING_DOWNSTAIRS"	-0.31772642508221
1	"WALKING_DOWNSTAIRS"	-0.3204257776859
1	"WALKING_DOWNSTAIRS"	-0.267821962532709
1	"WALKING_DOWNSTAIRS"	-0.268068566801069
1	"WALKING_DOWNSTAIRS"	-0.313130322645651
1	"WALKING_DOWNSTAIRS"	-0.293652153983422
3	"STANDING"	-0.534310978637611
3	"STANDING"	-0.617255763401503
3	"STANDING"	-0.656620101736898
3	"STANDING"	-0.632769796911533
3	"STANDING"	-0.62253238301975
3	"STANDING"	-0.611683194640998
3	"STANDING"	-0.601634454647415
3	"STANDING"	-0.611196424124777
3	"STANDING"	-0.595368891565348
3	"STANDING"	-0.593005277749554
3	"STANDING"	-0.590378829767914
3	"STANDING"	-0.607621635656328
3	"STANDING"	-0.626932492186096
3	"STANDING"	-0.630728662047112
3	"STANDING"	-0.614947549480927
3	"STANDING"	-0.614170470640285
3	"STANDING"	-0.578778751556738
3	"STANDING"	-0.61732234226697
3	"STANDING"	-0.635413110592692
3	"STANDING"	-0.652166145360784
3	"STANDING"	-0.643685278947594
3	"STANDING"	-0.639248157954629
3	"STANDING"	-0.642050195056524
3	"STANDING"	-0.650745784798931
3	"STANDING"	-0.645899218987701
3	"STANDING"	-0.651690935435294
3	"STANDING"	-0.649782277227273
3	"STANDING"	-0.65283898798066
3	"STANDING"	-0.649649898889305
3	"STANDING"	-0.646539091710873
3	"STANDING"	-0.645544585103743
3	"SITTING"	-0.558616034380392
3	"SITTING"	-0.601853901635829
3	"SITTING"	-0.627645285291087
3	"SITTING"	-0.640516964778431
3	"SITTING"	-0.65174608894615
3	"SITTING"	-0.645504949413904
3	"SITTING"	-0.572089111122816
3	"SITTING"	-0.562961340550759
3	"SITTING"	-0.570447175172193
3	"SITTING"	-0.603515952449661
3	"SITTING"	-0.607513831921676
3	"SITTING"	-0.613664324960731
3	"SITTING"	-0.591270822818175
3	"SITTING"	-0.632198668476595
3	"SITTING"	-0.645556547831729
3	"SITTING"	-0.648245187117825
3	"SITTING"	-0.647943535988414
3	"SITTING"	-0.646593044516399
3	"SITTING"	-0.6563873416
3	"SITTING"	-0.655388430350624
3	"SITTING"	-0.652669946989127
3	"SITTING"	-0.648294388738324
3	"SITTING"	-0.656229924745276
3	"SITTING"	-0.643996095056863
3	"SITTING"	-0.649405411021034
3	"SITTING"	-0.653080305055758
3	"LAYING"	-0.582734840001961
3	"LAYING"	-0.628269028576827
3	"LAYING"	-0.635361259000624
3	"LAYING"	-0.649213282875223
3	"LAYING"	-0.651023040338681
3	"LAYING"	-0.655433275294367
3	"LAYING"	-0.650646457142781
3	"LAYING"	-0.648362342075027
3	"LAYING"	-0.641656882322638
3	"LAYING"	-0.630436391004635
3	"LAYING"	-0.62962989825918
3	"LAYING"	-0.636739055217112
3	"LAYING"	-0.641579009926925
3	"LAYING"	-0.636089801308378
3	"LAYING"	-0.603534633690196
3	"LAYING"	-0.626100681953476
3	"LAYING"	-0.638271179033743
3	"LAYING"	-0.643041011655936
3	"LAYING"	-0.652271268309804
3	"LAYING"	-0.653779747701604
3	"LAYING"	-0.66066111611082
3	"LAYING"	-0.663285616462923
3	"LAYING"	-0.656602954794725
3	"LAYING"	-0.648795837255971
3	"LAYING"	-0.645885475835508
3	"LAYING"	-0.65042249705508
3	"LAYING"	-0.651246390933636
3	"LAYING"	-0.648831636397291
3	"LAYING"	-0.647192595194118
3	"LAYING"	-0.645154571957041
3	"WALKING"	-0.473409762793226
3	"WALKING"	-0.459443431552763
3	"WALKING"	-0.417600719047415
3	"WALKING"	-0.405748822653298
3	"WALKING"	-0.4074079136082
3	"WALKING"	-0.408266600928342
3	"WALKING"	-0.381940700504617
3	"WALKING"	-0.399631676334225
3	"WALKING"	-0.400065633986631
3	"WALKING"	-0.390164817509269
3	"WALKING"	-0.38267480692344
3	"WALKING"	-0.405490088342424
3	"WALKING"	-0.414442447231373
3	"WALKING"	-0.395833472291979
3	"WALKING"	-0.381608627069875
3	"WALKING"	-0.39170249631426
3	"WALKING"	-0.477016515015508
3	"WALKING"	-0.451671221493583
3	"WALKING"	-0.421943028685205
3	"WALKING"	-0.399087083545989
3	"WALKING"	-0.364155458711052
3	"WALKING"	-0.359681355549376
3	"WALKING"	-0.375491995618182
3	"WALKING"	-0.402371496228414
3	"WALKING"	-0.383511539914973
3	"WALKING"	-0.356019505276114
3	"WALKING"	-0.355946040844724
3	"WALKING"	-0.392669138239037
3	"WALKING"	-0.394531519627442
3	"WALKING"	-0.378636386320677
3	"WALKING"	-0.384656070205704
3	"WALKING_DOWNSTAIRS"	-0.39872474356025
3	"WALKING_DOWNSTAIRS"	-0.381870865197451
3	"WALKING_DOWNSTAIRS"	-0.397594737652585
3	"WALKING_DOWNSTAIRS"	-0.404470939346346
3	"WALKING_DOWNSTAIRS"	-0.39244634125082
3	"WALKING_DOWNSTAIRS"	-0.382855571594652
3	"WALKING_DOWNSTAIRS"	-0.388206238042959
3	"WALKING_DOWNSTAIRS"	-0.406583449835811
3	"WALKING_DOWNSTAIRS"	-0.351726605784314
3	"WALKING_DOWNSTAIRS"	-0.313013663950624
3	"WALKING_DOWNSTAIRS"	-0.311880447554813
3	"WALKING_DOWNSTAIRS"	-0.345054948089109
3	"WALKING_DOWNSTAIRS"	-0.376253877603387
3	"WALKING_DOWNSTAIRS"	-0.336546777103226
3	"WALKING_DOWNSTAIRS"	-0.337516383311426
3	"WALKING_DOWNSTAIRS"	-0.298495405045455
3	"WALKING_DOWNSTAIRS"	-0.209924786744029
3	"WALKING_DOWNSTAIRS"	-0.261278274690553
3	"WALKING_DOWNSTAIRS"	-0.280676692538627
3	"WALKING_DOWNSTAIRS"	-0.307610846325847
3	"WALKING_DOWNSTAIRS"	-0.286009176836595
3	"WALKING_DOWNSTAIRS"	-0.21598619358984
3	"WALKING_DOWNSTAIRS"	-0.167829773898396
3	"WALKING_UPSTAIRS"	-0.48242546061426
3	"WALKING_UPSTAIRS"	-0.473598028038963
3	"WALKING_UPSTAIRS"	-0.466255070191979
3	"WALKING_UPSTAIRS"	-0.465865245967736
3	"WALKING_UPSTAIRS"	-0.457660749558824
3	"WALKING_UPSTAIRS"	-0.466610835279287
3	"WALKING_UPSTAIRS"	-0.467049105609626
3	"WALKING_UPSTAIRS"	-0.457555941118538
3	"WALKING_UPSTAIRS"	-0.475955500567558
3	"WALKING_UPSTAIRS"	-0.410381908942781
3	"WALKING_UPSTAIRS"	-0.405149974259964
3	"WALKING_UPSTAIRS"	-0.389833814734403
3	"WALKING_UPSTAIRS"	-0.375270318845668
3	"WALKING_UPSTAIRS"	-0.417922430078788
3	"WALKING_UPSTAIRS"	-0.409912430822816
3	"WALKING_UPSTAIRS"	-0.402221643832086
3	"WALKING_UPSTAIRS"	-0.422313556751408
3	"WALKING_UPSTAIRS"	-0.430154689600891
3	"WALKING_UPSTAIRS"	-0.435487703558467
3	"WALKING_UPSTAIRS"	-0.429062953304635
3	"WALKING_UPSTAIRS"	-0.406285334454848
3	"WALKING_UPSTAIRS"	-0.422110606465062
3	"WALKING_UPSTAIRS"	-0.419058986107683
3	"WALKING_UPSTAIRS"	-0.4004359531082
3	"WALKING_UPSTAIRS"	-0.400068272120321
3	"WALKING_UPSTAIRS"	-0.405939434540339
3	"WALKING_UPSTAIRS"	-0.401669591372549
3	"WALKING_UPSTAIRS"	-0.392449895770927
3	"WALKING_UPSTAIRS"	-0.396627443268324
3	"WALKING_UPSTAIRS"	-0.390552728143137
3	"WALKING_UPSTAIRS"	-0.409245633610339
3	"WALKING_UPSTAIRS"	-0.397891305950446
3	"WALKING_UPSTAIRS"	-0.380309458960963
3	"WALKING_UPSTAIRS"	-0.377184220202317
3	"STANDING"	-0.580611033515865
3	"STANDING"	-0.610867046189857
3	"STANDING"	-0.609569492047237
3	"STANDING"	-0.613781741011747
3	"STANDING"	-0.634770597252816
3	"STANDING"	-0.641579490573137
3	"STANDING"	-0.64821174973975
3	"STANDING"	-0.648136114118004
3	"STANDING"	-0.648546813791979
3	"STANDING"	-0.650734448918717
3	"STANDING"	-0.649134016770856
3	"STANDING"	-0.650392029084848
3	"STANDING"	-0.647815364519982
3	"STANDING"	-0.652726334166667
3	"STANDING"	-0.560661079499879
3	"STANDING"	-0.591591046850071
3	"STANDING"	-0.595392434527273
3	"STANDING"	-0.598591248198396
3	"STANDING"	-0.619142177859002
3	"STANDING"	-0.630674741614813
3	"STANDING"	-0.622029721364831
3	"STANDING"	-0.625903134259537
3	"STANDING"	-0.646886441723529
3	"STANDING"	-0.63204857370287
3	"STANDING"	-0.63011700961836
3	"STANDING"	-0.642336714714082
3	"STANDING"	-0.644171486837344
3	"STANDING"	-0.653562724558021
3	"STANDING"	-0.647851942466132
3	"STANDING"	-0.645955707568485
3	"SITTING"	-0.550983236186809
3	"SITTING"	-0.59425967612959
3	"SITTING"	-0.618958388764938
3	"SITTING"	-0.640804699799287
3	"SITTING"	-0.648139469700535
3	"SITTING"	-0.65524707029615
3	"SITTING"	-0.653219828211052
3	"SITTING"	-0.647196099240677
3	"SITTING"	-0.649685215128075
3	"SITTING"	-0.641721641361141
3	"SITTING"	-0.624518215190909
3	"SITTING"	-0.634043966439572
3	"SITTING"	-0.438634197566488
3	"SITTING"	-0.557858721841889
3	"SITTING"	-0.62097378829287
3	"SITTING"	-0.618572326298217
3	"SITTING"	-0.614781732753476
3	"SITTING"	-0.631108257711087
3	"SITTING"	-0.633817698787945
3	"SITTING"	-0.648937251900713
3	"SITTING"	-0.633802070454902
3	"SITTING"	-0.631357279668093
3	"SITTING"	-0.644573615048324
3	"SITTING"	-0.633404430678253
3	"SITTING"	-0.623686847116756
3	"SITTING"	-0.610983187877184
3	"LAYING"	-0.580354898769401
3	"LAYING"	-0.611082157658289
3	"LAYING"	-0.634312671122282
3	"LAYING"	-0.648940386654902
3	"LAYING"	-0.649167550066488
3	"LAYING"	-0.660287546112816
3	"LAYING"	-0.656299311903387
3	"LAYING"	-0.648984489807487
3	"LAYING"	-0.649880020029055
3	"LAYING"	-0.638376695992513
3	"LAYING"	-0.642158821216578
3	"LAYING"	-0.632881878537968
3	"LAYING"	-0.621340170752941
3	"LAYING"	-0.635839948659893
3	"LAYING"	-0.636884918411914
3	"LAYING"	-0.641042399091863
3	"LAYING"	-0.581434349744385
3	"LAYING"	-0.631971966952763
3	"LAYING"	-0.635839567128699
3	"LAYING"	-0.636250345143315
3	"LAYING"	-0.639592549480214
3	"LAYING"	-0.649729989612923
3	"LAYING"	-0.653235214012709
3	"LAYING"	-0.656662025795775
3	"LAYING"	-0.665184878448663
3	"LAYING"	-0.657889206077005
3	"LAYING"	-0.645397382226203
3	"LAYING"	-0.65319916387164
3	"LAYING"	-0.650924600929733
3	"LAYING"	-0.653817792912121
3	"LAYING"	-0.659382518859537
3	"LAYING"	-0.659042708603904
3	"WALKING"	-0.37999302316344
3	"WALKING"	-0.341471867328307
3	"WALKING"	-0.339011773042781
3	"WALKING"	-0.38013215434016
3	"WALKING"	-0.369062383583779
3	"WALKING"	-0.354582000579679
3	"WALKING"	-0.365724047729715
3	"WALKING"	-0.383524677405811
3	"WALKING"	-0.372169905447184
3	"WALKING"	-0.379810653868039
3	"WALKING"	-0.362815620079144
3	"WALKING"	-0.363388507873797
3	"WALKING"	-0.363590607481283
3	"WALKING"	-0.391301045947594
3	"WALKING"	-0.378081353497326
3	"WALKING"	-0.383498649321836
3	"WALKING"	-0.382186748508128
3	"WALKING"	-0.36370899766328
3	"WALKING"	-0.379615732062389
3	"WALKING"	-0.378155472713191
3	"WALKING"	-0.363534818199465
3	"WALKING"	-0.353432922375321
3	"WALKING"	-0.343662359198057
3	"WALKING"	-0.38883288181492
3	"WALKING"	-0.389700836916399
3	"WALKING"	-0.386786394051431
3	"WALKING"	-0.38762424016205
3	"WALKING_DOWNSTAIRS"	-0.402657515342246
3	"WALKING_DOWNSTAIRS"	-0.412392425097701
3	"WALKING_DOWNSTAIRS"	-0.351464942841148
3	"WALKING_DOWNSTAIRS"	-0.358433356258521
3	"WALKING_DOWNSTAIRS"	-0.387423597777718
3	"WALKING_DOWNSTAIRS"	-0.35685438938574
3	"WALKING_DOWNSTAIRS"	-0.375037140458111
3	"WALKING_DOWNSTAIRS"	-0.39305445060713
3	"WALKING_DOWNSTAIRS"	-0.396721560013725
3	"WALKING_DOWNSTAIRS"	-0.410934861639216
3	"WALKING_DOWNSTAIRS"	-0.4143675203041
3	"WALKING_DOWNSTAIRS"	-0.378915442734225
3	"WALKING_DOWNSTAIRS"	-0.375931118216791
3	"WALKING_DOWNSTAIRS"	-0.369031295263102
3	"WALKING_DOWNSTAIRS"	-0.380641138565116
3	"WALKING_DOWNSTAIRS"	-0.397827676586274
3	"WALKING_DOWNSTAIRS"	-0.377945676653904
3	"WALKING_DOWNSTAIRS"	-0.360264274116399
3	"WALKING_DOWNSTAIRS"	-0.356683471480247
3	"WALKING_DOWNSTAIRS"	-0.369470569522157
3	"WALKING_DOWNSTAIRS"	-0.32199168557082
3	"WALKING_DOWNSTAIRS"	-0.315280992320677
3	"WALKING_DOWNSTAIRS"	-0.340009936969519
3	"WALKING_DOWNSTAIRS"	-0.362074246622923
3	"WALKING_DOWNSTAIRS"	-0.343069599339816
3	"WALKING_DOWNSTAIRS"	-0.315235165931373
3	"WALKING_UPSTAIRS"	-0.449641154553387
3	"WALKING_UPSTAIRS"	-0.447610011951872
3	"WALKING_UPSTAIRS"	-0.446647215804688
3	"WALKING_UPSTAIRS"	-0.429189956606595
3	"WALKING_UPSTAIRS"	-0.41777736641533
3	"WALKING_UPSTAIRS"	-0.428430323933868
